"Id","Carat","Cut","Color","Clarity","Depth","Table","Price","X","Y","Z"
"19385",1.55,"Premium","J","VS2",60.7,59,8055,7.5,7.47,4.54
"19386",1.55,"Ideal","I","SI2",60.7,60,8056,7.49,7.46,4.54
"19387",1.2,"Premium","G","VS1",62.4,59,8056,6.73,6.69,4.19
"19388",1.2,"Premium","G","VS1",62.5,59,8056,6.72,6.64,4.19
"19389",1.09,"Premium","F","VS1",60.9,58,8057,6.63,6.67,4.05
"19390",1.51,"Very Good","J","VS1",61.4,57,8057,7.3,7.38,4.51
"19391",1.58,"Very Good","J","SI1",61.6,57,8057,7.47,7.54,4.62
"19392",1.09,"Ideal","G","VVS2",61.5,55,8057,6.66,6.61,4.08
"19393",1.5,"Very Good","H","SI1",62.9,56,8058,7.24,7.33,4.58
"19394",1.53,"Premium","J","VS1",60.1,59,8058,7.47,7.51,4.5
"19395",1.53,"Very Good","J","VS1",62.8,59,8058,7.31,7.34,4.6
"19396",1.1,"Ideal","G","VS1",62,58,8060,6.59,6.64,4.1
"19397",1.16,"Ideal","G","VS2",62.5,55,8061,6.75,6.69,4.2
"19398",1.02,"Ideal","F","VS1",61.5,56,8061,6.5,6.47,3.99
"19399",1.35,"Premium","H","VS2",62.2,56,8062,7.13,7.08,4.42
"19400",1.22,"Premium","G","VS2",61.1,56,8062,6.94,6.85,4.21
"19401",1.22,"Ideal","G","VS2",62,57,8062,6.88,6.83,4.25
"19402",1.53,"Ideal","I","SI2",63.7,58,8062,7.31,7.27,4.64
"19403",1.35,"Premium","H","VS2",61.5,58,8062,7.15,7.09,4.38
"19404",1.53,"Ideal","I","SI2",61.3,59,8062,7.42,7.39,4.54
"19405",1.12,"Ideal","F","VS2",61.2,56,8063,6.67,6.73,4.11
"19406",1.24,"Very Good","G","VS2",59.1,59,8064,7.02,7.08,4.17
"19407",2,"Fair","H","I1",66.8,57,8064,7.81,7.72,5.19
"19408",1.25,"Premium","G","VS2",61.9,58,8064,6.91,6.85,4.26
"19409",1.5,"Premium","E","SI2",61.5,59,8064,7.3,7.23,4.47
"19410",1.01,"Premium","D","VVS2",62.2,59,8065,6.36,6.3,3.94
"19411",1.22,"Ideal","G","VS2",62,55,8067,6.91,6.83,4.26
"19412",1.51,"Ideal","J","VS1",61.6,58,8067,7.35,7.43,4.55
"19413",1.22,"Premium","G","VS2",60.9,57,8067,6.94,6.89,4.21
"19414",1.43,"Very Good","H","SI1",62.8,58,8069,7.08,7.13,4.46
"19415",1.55,"Premium","I","SI2",58.2,59,8069,7.73,7.63,4.47
"19416",1.24,"Ideal","H","VVS2",62,56,8069,6.92,6.86,4.27
"19417",1.12,"Very Good","G","VVS1",58.9,60,8072,6.78,6.91,4.03
"19418",1.17,"Ideal","F","VS2",61.8,55,8072,6.81,6.74,4.19
"19419",1.24,"Very Good","E","SI1",61.7,59,8073,6.85,6.89,4.24
"19420",1.51,"Very Good","I","SI1",61.4,60,8073,7.37,7.33,4.51
"19421",1.12,"Ideal","F","VS2",62.6,56,8074,6.59,6.63,4.14
"19422",1.51,"Premium","H","SI2",62.8,60,8074,7.26,7.22,4.55
"19423",1.4,"Ideal","H","SI1",62.4,56,8075,7.11,7.18,4.46
"19424",1.62,"Ideal","J","SI1",62.4,53.2,8075,7.47,7.51,4.68
"19425",1.55,"Good","J","VS1",62.3,56,8076,7.44,7.52,4.66
"19426",1,"Very Good","D","VS1",60.5,59,8077,6.43,6.46,3.9
"19427",1.01,"Ideal","F","VS1",60.9,57,8077,6.52,6.49,3.96
"19428",1.23,"Very Good","D","SI1",62.3,57,8079,6.8,6.87,4.26
"19429",1.34,"Ideal","I","VVS2",61.4,56,8079,7.07,7.09,4.35
"19430",1.23,"Ideal","H","VVS2",62,55,8079,6.85,6.9,4.26
"19431",1,"Good","F","VVS2",60.7,62,8079,6.36,6.4,3.87
"19432",1.12,"Ideal","G","VS1",61.1,56,8080,6.7,6.73,4.1
"19433",1.5,"Very Good","I","SI1",63.5,59,8081,7.16,7.08,4.52
"19434",1.01,"Very Good","F","VS1",62.6,56,8081,6.39,6.36,3.99
"19435",1.23,"Ideal","G","VS2",62.4,57,8085,6.83,6.88,4.28
"19436",1.55,"Ideal","J","VS2",61.7,55,8088,7.38,7.43,4.58
"19437",1.03,"Very Good","F","VS1",62.8,54.1,8089,6.39,6.48,4.05
"19438",1.04,"Very Good","F","VS1",61.6,60,8090,6.49,6.54,4.01
"19439",1.51,"Ideal","J","VS1",62.7,56,8092,7.3,7.35,4.59
"19440",1.54,"Ideal","I","SI2",60.3,59,8092,7.43,7.46,4.49
"19441",1.06,"Ideal","G","VS1",61.5,57,8093,6.54,6.56,4.03
"19442",1.06,"Ideal","G","VS1",61.7,55,8093,6.53,6.56,4.04
"19443",1.06,"Ideal","G","VS1",61.3,57,8093,6.53,6.56,4.01
"19444",1.06,"Ideal","G","VS1",61.7,57,8093,6.52,6.57,4.04
"19445",1.34,"Ideal","H","VS2",62.1,57,8094,7,7.05,4.36
"19446",1.53,"Very Good","G","SI2",61.1,58,8095,7.38,7.41,4.52
"19447",1.53,"Good","I","SI1",63.1,57,8095,7.28,7.34,4.61
"19448",1.02,"Ideal","E","VS1",60.1,57,8096,6.52,6.59,3.94
"19449",1.51,"Good","I","SI1",63.7,61,8097,7.11,7.15,4.54
"19450",1.21,"Ideal","G","VS2",59.8,57,8097,6.98,6.9,4.15
"19451",1.04,"Premium","G","VVS2",61.8,58,8098,6.51,6.47,4.01
"19452",1.25,"Premium","H","VS1",61.3,55,8099,6.96,6.93,4.26
"19453",1.25,"Premium","H","VS1",62,59,8099,6.88,6.84,4.25
"19454",1.21,"Good","G","VS2",63.8,56,8099,6.74,6.67,4.28
"19455",1.05,"Ideal","F","VS1",62.3,55,8100,6.53,6.5,4.06
"19456",1.01,"Very Good","D","VS1",63.1,59,8101,6.37,6.34,4.01
"19457",1.42,"Premium","H","SI1",62.3,58,8102,7.15,7.19,4.47
"19458",1.01,"Ideal","G","VVS2",62.2,54,8104,6.41,6.48,4.01
"19459",2.01,"Very Good","H","I1",61.7,63,8104,7.94,7.91,4.89
"19460",2.01,"Good","J","SI1",64.3,54,8104,8.05,7.95,5.14
"19461",1.31,"Premium","H","VS2",61,58,8106,7.1,7.06,4.32
"19462",1.02,"Ideal","G","VVS2",59.2,58,8107,6.56,6.62,3.9
"19463",1.56,"Good","J","VS2",62.3,64,8107,7.41,7.36,4.6
"19464",1.16,"Premium","G","VS1",61.9,58,8107,6.76,6.72,4.17
"19465",1.5,"Premium","D","SI2",62.6,59,8108,7.2,7.23,4.52
"19466",1.5,"Good","D","SI2",63.4,59,8108,7.2,7.25,4.58
"19467",1.77,"Good","J","SI2",63.4,60,8109,7.61,7.65,4.84
"19468",1.19,"Premium","G","VS1",62.6,58,8109,6.78,6.71,4.22
"19469",1.34,"Good","H","VS2",59.1,60,8109,7.15,7.19,4.24
"19470",1.52,"Premium","J","VS1",62,59,8110,7.34,7.36,4.56
"19471",1.52,"Premium","J","VS1",62.4,59,8110,7.31,7.36,4.58
"19472",1.26,"Ideal","H","SI1",61.6,56,8110,6.88,6.93,4.26
"19473",1.26,"Ideal","H","SI1",61.9,57,8110,6.88,6.93,4.27
"19474",1.11,"Ideal","G","VS1",61.4,57,8112,6.68,6.65,4.09
"19475",1.5,"Good","H","SI1",64.9,57,8112,7.08,7.15,4.62
"19476",1.26,"Premium","G","VS2",60.1,61,8113,7.04,6.97,4.21
"19477",1.15,"Ideal","D","VS2",58.5,57,8114,6.96,6.93,4.06
"19478",1.05,"Premium","F","VS1",62.3,55,8114,6.57,6.49,4.07
"19479",1,"Very Good","G","VVS1",63.4,57,8115,6.33,6.36,4.02
"19480",1.7,"Good","H","SI2",63.6,56,8115,7.51,7.56,4.79
"19481",1.47,"Premium","F","SI2",59.4,59,8115,7.47,7.42,4.42
"19482",1.67,"Premium","H","SI2",62.6,60,8118,7.57,7.52,4.72
"19483",1.01,"Ideal","D","VS2",62.1,58,8119,6.4,6.42,3.98
"19484",1.04,"Ideal","G","VVS1",62.5,55,8120,6.45,6.54,4.06
"19485",1.07,"Ideal","G","VVS2",62.8,57,8120,6.56,6.46,4.09
"19486",1.01,"Premium","G","IF",60,61,8120,6.45,6.41,3.86
"19487",1.01,"Premium","G","IF",63,60,8120,6.35,6.31,3.99
"19488",1.14,"Ideal","G","VS1",61.8,55,8121,6.71,6.76,4.16
"19489",1.2,"Very Good","G","VS2",62.2,58,8124,6.75,6.79,4.21
"19490",1.3,"Ideal","H","VS2",62.8,56,8124,7.03,6.93,4.38
"19491",1,"Premium","D","VS1",59.7,60,8124,6.45,6.42,3.84
"19492",1.52,"Premium","H","SI2",58.7,62,8127,7.6,7.53,4.44
"19493",1.5,"Very Good","I","SI1",60.3,60,8127,7.46,7.43,4.49
"19494",1.23,"Premium","G","VS2",61.1,57,8128,6.96,6.91,4.24
"19495",1.11,"Ideal","G","VS1",62.8,55,8129,6.6,6.65,4.16
"19496",1.14,"Very Good","F","VS2",59,60,8131,6.84,6.81,4.03
"19497",1.52,"Ideal","J","SI1",61.9,56,8131,7.37,7.41,4.57
"19498",1.21,"Ideal","H","VVS2",61.3,57,8131,6.92,6.87,4.23
"19499",1.23,"Ideal","G","VS2",61.5,54,8133,6.92,6.89,4.25
"19500",1.03,"Ideal","F","VS1",62.3,57,8133,6.45,6.52,4.04
"19501",1.01,"Ideal","F","VS1",62.1,54,8133,6.42,6.44,3.99
"19502",1.4,"Premium","H","SI1",62.1,60,8133,7.21,7.12,4.45
"19503",1.57,"Fair","H","VS1",67.3,66,8133,7.85,5.75,3.87
"19504",1.7,"Good","J","VS2",63.6,59,8134,7.53,7.48,4.77
"19505",1.51,"Premium","E","SI2",59.3,61,8135,7.57,7.51,4.47
"19506",1,"Very Good","G","VVS2",63,54,8138,6.37,6.43,4.03
"19507",1,"Very Good","D","VS2",62.4,57,8138,6.36,6.4,3.98
"19508",1.6,"Ideal","J","SI1",62.2,55,8138,7.46,7.53,4.66
"19509",1.28,"Premium","G","VS2",62.1,60,8139,6.95,6.89,4.3
"19510",1.21,"Premium","F","VS2",61.3,58,8139,6.89,6.84,4.21
"19511",1.5,"Good","G","SI2",57.9,61,8144,7.47,7.51,4.34
"19512",1.23,"Premium","G","VS1",59.6,60,8145,6.94,6.99,4.15
"19513",1.07,"Ideal","G","VVS2",62.3,54,8145,6.54,6.56,4.08
"19514",1.7,"Good","J","VS2",64,58,8146,7.41,7.47,4.76
"19515",1.5,"Premium","H","SI2",60.8,58,8148,7.39,7.34,4.48
"19516",1.5,"Very Good","G","SI2",61.3,63,8148,7.28,7.23,4.45
"19517",1.09,"Ideal","G","VVS2",62,54.8,8149,6.6,6.63,4.1
"19518",1.06,"Premium","G","VVS2",59.6,58,8149,6.65,6.61,3.95
"19519",1.2,"Very Good","G","VS1",62.5,57,8150,6.84,6.75,4.25
"19520",1.52,"Very Good","G","SI2",60.9,57,8151,7.44,7.5,4.55
"19521",1,"Premium","F","VVS1",63,56,8154,6.37,6.32,4
"19522",1,"Premium","G","VVS1",62.1,59,8154,6.4,6.29,3.94
"19523",1.13,"Ideal","F","VS2",60.1,56,8157,6.76,6.84,4.09
"19524",1.02,"Ideal","F","VS1",61,56,8157,6.52,6.49,3.97
"19525",1.02,"Ideal","F","VS1",62.6,54,8157,6.45,6.41,4.02
"19526",1.09,"Ideal","E","VS2",60.6,57,8158,6.66,6.67,4.04
"19527",1.5,"Good","I","SI1",62.9,60,8161,7.12,7.16,4.49
"19528",1.02,"Ideal","G","IF",62.5,57,8162,6.37,6.44,4
"19529",1.33,"Very Good","F","SI1",63.3,56,8163,6.91,6.95,4.39
"19530",1.01,"Premium","G","VVS2",61.2,58,8163,6.49,6.45,3.96
"19531",1.3,"Premium","F","SI1",61.4,59,8164,7.01,6.97,4.29
"19532",1.5,"Good","H","VS2",64.3,60,8165,7.16,7.08,4.58
"19533",1.5,"Good","H","VS2",63.9,59,8165,7.25,7.18,4.61
"19534",1.5,"Very Good","E","SI2",62.7,59,8167,7.22,7.3,4.55
"19535",1.22,"Ideal","H","VS1",62.6,56,8167,6.83,6.87,4.29
"19536",1.02,"Ideal","G","VVS1",61.5,57,8168,6.44,6.47,3.97
"19537",1.03,"Ideal","F","VS1",62.1,55,8169,6.47,6.5,4.03
"19538",1.06,"Premium","G","VVS1",61.1,58,8170,6.53,6.57,4
"19539",1.51,"Ideal","J","VS1",61.9,58,8170,7.28,7.33,4.52
"19540",1,"Very Good","F","VVS2",63.2,56,8172,6.35,6.3,4
"19541",1.42,"Ideal","I","VS2",60.4,55,8173,7.28,7.38,4.43
"19542",1.55,"Very Good","H","SI2",62.5,61,8174,7.31,7.34,4.58
"19543",1.59,"Ideal","J","SI1",62.4,55,8176,7.45,7.48,4.66
"19544",1,"Premium","E","VS1",59.1,59,8176,6.56,6.51,3.86
"19545",1.54,"Premium","G","SI1",63,59,8176,7.31,7.26,4.59
"19546",1.2,"Premium","G","VS1",58.4,61,8177,6.95,6.91,4.05
"19547",1.5,"Good","F","SI2",59.7,61,8181,7.39,7.44,4.43
"19548",1.02,"Premium","D","VS1",60.3,58,8181,6.57,6.49,3.94
"19549",1.02,"Premium","D","VS1",61.3,58,8181,6.52,6.47,3.98
"19550",1.02,"Ideal","D","VS1",60.5,56,8181,6.55,6.48,3.94
"19551",1.62,"Premium","J","SI1",62,60,8183,7.52,7.44,4.64
"19552",1.6,"Premium","H","SI2",59.4,59,8184,7.55,7.6,4.5
"19553",1.5,"Very Good","H","SI2",62.5,60,8184,7.25,7.32,4.55
"19554",1.11,"Very Good","G","SI1",60.7,59,8184,6.6,6.65,4.02
"19555",1.16,"Ideal","D","VS2",62.1,57,8185,6.73,6.7,4.17
"19556",1.12,"Ideal","G","VS2",60.9,56,8189,6.7,6.74,4.09
"19557",1.5,"Premium","E","SI2",61.7,58,8190,7.2,7.17,4.43
"19558",1.5,"Premium","E","SI2",58,60,8190,7.52,7.47,4.35
"19559",1.5,"Premium","I","SI1",58.6,62,8190,7.46,7.43,4.36
"19560",1.5,"Premium","G","SI2",62,62,8190,7.31,7.25,4.51
"19561",1.5,"Fair","E","SI2",59.9,68,8190,7.39,7.3,4.4
"19562",1.5,"Good","G","SI2",64.3,57,8190,7.29,7.2,4.66
"19563",1.04,"Very Good","D","VS1",62.3,59,8192,6.39,6.48,4.01
"19564",1.52,"Very Good","F","SI2",62.3,59,8192,7.33,7.37,4.58
"19565",1.13,"Ideal","G","VVS2",60.7,57,8192,6.74,6.81,4.11
"19566",1.51,"Ideal","I","SI1",62.7,57,8193,7.35,7.3,4.59
"19567",1.52,"Very Good","H","SI2",62.7,57,8194,7.32,7.36,4.6
"19568",1.48,"Very Good","I","VS2",63,58,8196,7.16,7.19,4.52
"19569",1.21,"Premium","F","VS1",61.6,58,8196,6.88,6.82,4.22
"19570",1.01,"Premium","D","VS1",61.8,54,8201,6.44,6.38,3.96
"19571",1.52,"Premium","J","VVS2",58.3,62,8202,7.61,7.49,4.4
"19572",1.07,"Ideal","D","VS2",62.5,57,8202,6.48,6.51,4.06
"19573",1.12,"Ideal","G","VS1",61.5,56,8202,6.7,6.73,4.13
"19574",1.51,"Ideal","J","VS2",61.5,56,8203,7.37,7.4,4.54
"19575",1.09,"Premium","F","VS1",60.9,58,8204,6.67,6.63,4.05
"19576",1.51,"Premium","J","VS1",61.4,57,8204,7.38,7.3,4.51
"19577",1.53,"Premium","J","VS1",62.8,59,8205,7.34,7.31,4.6
"19578",1.53,"Premium","J","VS1",60.1,59,8205,7.51,7.47,4.5
"19579",1.54,"Ideal","J","VS1",62,53,8207,7.41,7.49,4.62
"19580",1.51,"Good","I","VS1",65.8,57,8210,7.09,7.17,4.69
"19581",1.01,"Very Good","F","VVS2",59.8,58,8212,6.47,6.55,3.89
"19582",1.07,"Ideal","G","VVS2",62.8,54,8212,6.51,6.55,4.1
"19583",1.41,"Good","F","SI1",63.7,58,8212,7.06,7.01,4.48
"19584",1.22,"Ideal","G","VS2",61.4,56,8213,6.88,6.9,4.23
"19585",1.22,"Premium","G","VS2",61.8,58,8213,6.84,6.91,4.25
"19586",1.51,"Very Good","I","SI1",63.5,57,8214,7.19,7.24,4.58
"19587",1.51,"Very Good","I","SI1",62.8,59,8214,7.17,7.26,4.53
"19588",1,"Very Good","F","VVS2",61.4,58,8216,6.36,6.41,3.92
"19589",1.52,"Premium","J","VS1",61.2,59,8216,7.36,7.39,4.51
"19590",1.4,"Fair","F","VS2",66.5,56,8216,6.83,6.76,4.52
"19591",1.52,"Very Good","J","VS1",62.2,55,8217,7.35,7.42,4.59
"19592",1,"Ideal","G","VVS1",61.9,57,8217,6.39,6.43,3.97
"19593",1.51,"Ideal","J","VS2",62,56,8217,7.3,7.34,4.54
"19594",1.06,"Very Good","E","VS1",59.6,60,8219,6.68,6.75,4
"19595",1.12,"Premium","G","VVS1",58.9,60,8219,6.91,6.78,4.03
"19596",1.51,"Very Good","H","VS2",63.1,57,8219,7.24,7.21,4.56
"19597",1.73,"Good","E","I1",63.6,59,8220,7.56,7.6,4.82
"19598",1.62,"Ideal","I","SI2",62.2,57,8220,7.51,7.57,4.69
"19599",2.33,"Premium","H","I1",60.7,58,8220,8.64,8.56,5.22
"19600",1.57,"Ideal","J","SI1",62.4,57,8221,7.51,7.4,4.65
"19601",1.51,"Very Good","I","VS2",63.1,56,8223,7.26,7.32,4.6
"19602",1.4,"Premium","H","SI1",62.4,57,8223,7.19,7.11,4.46
"19603",1.4,"Premium","H","SI1",62.2,58,8223,7.16,7.12,4.44
"19604",1.5,"Ideal","H","VVS2",61.3,56,8224,7.37,7.28,4.49
"19605",1.04,"Very Good","G","IF",61.7,58,8225,6.47,6.6,4.03
"19606",1.02,"Ideal","E","VS2",61,56,8225,6.53,6.51,3.98
"19607",1.25,"Ideal","G","SI1",60.7,56,8226,6.98,7.05,4.26
"19608",1,"Very Good","F","VVS2",61.1,55,8227,6.49,6.51,3.97
"19609",1.31,"Ideal","F","SI1",62.4,57,8227,6.96,6.88,4.32
"19610",1.59,"Ideal","J","VVS2",60.3,57,8227,7.65,7.58,4.59
"19611",1.57,"Ideal","I","SI2",62.6,58,8228,7.38,7.41,4.63
"19612",1.32,"Ideal","G","SI1",62.1,57,8231,7.02,7.05,4.37
"19613",1.2,"Very Good","F","VS2",61.1,58,8232,6.82,6.86,4.18
"19614",1.5,"Premium","F","SI2",63,59,8232,7.24,7.2,4.55
"19615",1.11,"Very Good","F","VS1",62.1,58,8233,6.63,6.7,4.14
"19616",1.11,"Ideal","F","VS2",60.9,57,8233,6.69,6.75,4.09
"19617",1.23,"Ideal","G","VS2",62.4,57,8233,6.88,6.83,4.28
"19618",1.27,"Very Good","H","VS1",60.7,54,8235,7.01,7.05,4.27
"19619",1.07,"Ideal","G","VVS2",62.4,55.6,8235,6.48,6.55,4.07
"19620",1.03,"Ideal","F","VS1",62.8,54,8237,6.48,6.39,4.05
"19621",1.26,"Ideal","H","VS1",60.9,57,8238,6.97,6.99,4.25
"19622",1,"Ideal","G","VVS2",61.2,56,8239,6.47,6.5,3.97
"19623",0.9,"Good","D","VVS1",62.9,58,8239,6.01,6.1,3.81
"19624",1.53,"Very Good","I","SI1",63.1,57,8242,7.34,7.28,4.61
"19625",1.51,"Good","I","SI1",62.5,57,8242,7.25,7.32,4.55
"19626",1.51,"Good","H","SI2",61,56,8243,7.29,7.37,4.47
"19627",1.02,"Ideal","E","VS1",60.1,57,8244,6.59,6.52,3.94
"19628",1.51,"Good","I","SI1",63.7,61,8245,7.15,7.11,4.54
"19629",1.51,"Good","F","SI2",63.8,59,8245,7.22,7.18,4.59
"19630",1,"Very Good","G","VVS1",62.3,55,8246,6.34,6.44,3.98
"19631",1.03,"Ideal","G","VVS1",62,56,8248,6.5,6.54,4.04
"19632",1.12,"Ideal","F","VS2",62.1,56,8251,6.63,6.67,4.13
"19633",1.01,"Ideal","G","VVS2",62.2,54,8252,6.48,6.41,4.01
"19634",1.13,"Ideal","E","VS2",62,54,8253,6.66,6.7,4.14
"19635",1.54,"Ideal","I","SI2",62,59,8254,7.33,7.38,4.56
"19636",1.5,"Good","I","SI1",61.1,63,8254,7.27,7.34,4.46
"19637",1.17,"Premium","F","VS2",60.2,58,8256,6.88,6.85,4.13
"19638",1.26,"Ideal","D","VS2",62.5,57,8256,6.9,6.85,4.3
"19639",1.27,"Ideal","D","SI1",62.1,55,8256,6.92,6.96,4.31
"19640",1.3,"Premium","F","SI1",61.1,53,8256,7.17,7.04,4.34
"19641",1.35,"Very Good","G","VS1",63.4,56,8256,7.09,7.01,4.47
"19642",2.04,"Very Good","I","I1",59.3,61,8257,8.25,8.3,4.91
"19643",1.24,"Ideal","H","VS2",60.8,56,8257,6.92,6.96,4.22
"19644",1.77,"Very Good","J","SI2",63.4,60,8257,7.65,7.61,4.84
"19645",1.5,"Good","I","SI1",63.1,54,8258,7.31,7.34,4.62
"19646",1.54,"Premium","I","SI1",60.9,59,8258,7.42,7.46,4.53
"19647",1.52,"Premium","J","VS1",62.4,59,8258,7.36,7.31,4.58
"19648",1.52,"Premium","J","VS1",62,59,8258,7.36,7.34,4.56
"19649",1.51,"Fair","H","SI1",65.8,62,8260,7.1,7.06,4.66
"19650",1.31,"Very Good","H","VS2",60.4,58,8261,7.04,7.09,4.27
"19651",1.31,"Ideal","H","VS2",61.8,57,8261,7.02,7.06,4.35
"19652",1.7,"Premium","H","SI2",59.8,61,8263,7.67,7.62,4.57
"19653",1.72,"Fair","D","SI2",64.6,58,8264,7.53,7.46,4.84
"19654",1.01,"Very Good","F","VVS2",63,56,8265,6.34,6.4,4.01
"19655",1.19,"Ideal","F","VS2",62,57,8265,6.76,6.78,4.2
"19656",1.01,"Premium","D","VS1",62.4,58,8265,6.38,6.41,3.99
"19657",1.2,"Premium","F","VS2",62.8,62,8266,6.69,6.62,4.18
"19658",1.17,"Ideal","H","IF",61,53,8266,6.89,6.85,4.19
"19659",1.4,"Very Good","D","SI2",61.8,54,8268,7.16,7.21,4.44
"19660",1.04,"Ideal","G","VVS1",62.5,55,8268,6.54,6.45,4.06
"19661",1.53,"Very Good","E","SI2",59.3,60,8270,7.44,7.46,4.42
"19662",1.39,"Ideal","I","VVS2",61.6,53,8271,7.21,7.22,4.44
"19663",1.51,"Good","J","VS1",61.5,59,8271,7.26,7.31,4.48
"19664",1.54,"Ideal","J","VS2",61.9,57,8275,7.39,7.5,4.6
"19665",1.41,"Ideal","J","VS1",61.6,56,8275,7.19,7.22,4.44
"19666",1.2,"Ideal","H","VS1",61.6,57,8275,6.82,6.85,4.21
"19667",1.5,"Good","J","VVS2",63.3,57,8276,7.25,7.28,4.6
"19668",1.12,"Ideal","D","VS2",62,55,8279,6.63,6.66,4.12
"19669",1.01,"Ideal","D","VS2",62.6,55,8279,6.42,6.46,4.03
"19670",1.2,"Premium","E","VS2",62,59,8279,6.78,6.71,4.18
"19671",1.1,"Ideal","F","VS1",61.7,57,8279,6.67,6.65,4.11
"19672",1.52,"Good","G","SI2",63,61,8280,7.25,7.28,4.58
"19673",1.25,"Premium","G","VVS1",58.2,61,8281,7.1,7.05,4.12
"19674",1.09,"Ideal","G","VVS2",62.5,56,8282,6.54,6.58,4.1
"19675",1.7,"Good","J","VS2",63.6,59,8282,7.53,7.48,4.77
"19676",1.51,"Ideal","G","SI1",61.6,56,8283,7.34,7.25,4.5
"19677",1.51,"Ideal","G","SI1",61.6,56,8283,7.34,7.25,4.5
"19678",1.41,"Very Good","H","SI1",62.6,59,8283,7.08,7.14,4.45
"19679",1.03,"Ideal","E","VS1",61.7,56,8284,6.47,6.53,4.01
"19680",1.06,"Ideal","G","VS1",61.1,57,8285,6.54,6.61,4.02
"19681",0.4,"Ideal","D","SI2",61.3,56,622,4.72,4.77,2.91
"19682",0.4,"Very Good","E","SI2",58.7,59,622,4.78,4.82,2.82
"19683",0.33,"Very Good","G","VS2",61.5,59.4,623,4.45,4.49,2.75
"19684",0.27,"Ideal","H","VVS2",62.1,57,623,4.15,4.1,2.56
"19685",0.27,"Premium","H","VVS2",60.7,59,623,4.21,4.19,2.55
"19686",0.32,"Very Good","H","VS1",58.9,63,624,4.46,4.4,2.61
"19687",0.32,"Very Good","F","VS2",61.5,59.7,624,4.32,4.39,2.68
"19688",0.3,"Ideal","G","VS1",61.8,56,624,4.31,4.33,2.67
"19689",0.3,"Ideal","G","VS1",63.1,55,624,4.25,4.31,2.7
"19690",0.3,"Ideal","G","VS1",62,56,624,4.29,4.32,2.67
"19691",0.3,"Ideal","G","VS1",62.2,55,624,4.28,4.31,2.67
"19692",0.3,"Ideal","G","VS1",60.9,57,624,4.34,4.36,2.65
"19693",0.3,"Ideal","G","VS1",61.8,57,624,4.29,4.32,2.66
"19694",0.3,"Ideal","G","VS1",62.4,57,624,4.3,4.32,2.69
"19695",0.3,"Ideal","G","VS1",60.6,57,624,4.38,4.4,2.66
"19696",0.4,"Ideal","I","SI1",62.3,55,624,4.72,4.75,2.95
"19697",0.25,"Ideal","G","IF",61.7,56,624,4.04,4.1,2.51
"19698",0.36,"Very Good","I","SI1",63.1,57,624,4.55,4.51,2.86
"19699",0.36,"Premium","I","SI1",60.4,60,624,4.62,4.58,2.78
"19700",0.37,"Ideal","J","VS1",62.6,57,624,4.57,4.54,2.85
"19701",0.37,"Ideal","J","VS1",62.4,55,624,4.64,4.59,2.88
"19702",0.37,"Very Good","G","SI2",63.4,57,624,4.57,4.55,2.89
"19703",0.37,"Very Good","G","SI2",63.3,55,624,4.61,4.58,2.91
"19704",0.37,"Premium","F","SI2",60.2,60,624,4.7,4.6,2.8
"19705",0.37,"Premium","F","SI2",60.7,57,624,4.67,4.62,2.82
"19706",0.33,"Premium","H","VS2",58.8,62,624,4.53,4.49,2.65
"19707",0.32,"Premium","E","SI1",62,60,624,4.43,4.38,2.73
"19708",0.28,"Good","E","VS2",63.7,60,625,4.23,4.18,2.68
"19709",0.42,"Very Good","D","SI2",58.6,58,625,4.91,4.98,2.9
"19710",0.41,"Ideal","I","VS2",61.4,54,625,4.81,4.83,2.96
"19711",1.21,"Ideal","H","VVS1",62.8,55,8286,6.78,6.82,4.27
"19712",1.01,"Premium","D","VS1",60,58,8286,6.6,6.54,3.94
"19713",1.51,"Fair","F","SI2",61.8,66,8287,7.18,7.16,4.43
"19714",1.51,"Fair","I","VS2",64.6,58,8287,7.19,7.15,4.63
"19715",1.51,"Ideal","H","SI1",61.9,57,8287,7.37,7.32,4.55
"19716",1.61,"Very Good","E","SI2",61.9,57,8288,7.44,7.48,4.62
"19717",1.53,"Ideal","H","SI1",61.9,58,8289,7.38,7.42,4.58
"19718",1.5,"Very Good","E","SI2",62.2,58,8291,7.31,7.35,4.56
"19719",1.5,"Very Good","I","SI1",63.1,59,8291,7.16,7.23,4.54
"19720",1.5,"Ideal","I","SI1",62.7,57,8291,7.21,7.3,4.55
"19721",1.23,"Premium","G","VS1",59.6,60,8293,6.99,6.94,4.15
"19722",1.21,"Premium","G","VS2",60.3,60,8294,6.89,6.83,4.14
"19723",1.21,"Premium","H","IF",62.2,58,8294,6.8,6.83,4.24
"19724",1.21,"Ideal","G","VS2",61.5,56,8294,6.83,6.88,4.22
"19725",1.09,"Ideal","G","VVS2",61.2,57,8295,6.62,6.66,4.06
"19726",1.09,"Ideal","G","VS1",60.4,58,8296,6.67,6.7,4.04
"19727",1.24,"Very Good","G","VS1",62,55,8298,6.89,6.95,4.29
"19728",1.51,"Ideal","J","VS1",61.3,61,8298,7.34,7.4,4.52
"19729",1.24,"Ideal","F","VS2",62.2,56,8298,6.94,6.88,4.3
"19730",1.52,"Premium","I","SI1",61.2,60,8299,7.41,7.36,4.52
"19731",1.52,"Ideal","E","SI2",61,56,8299,7.45,7.41,4.53
